Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Canyonlands NP,"634,607","$37,958.80 ",579,"$14,404.70 ","$25,823.10 ","$45,671.40 ",2015
Cape Cod NS,"4,503,219","$192,422.40 ","2,495","$100,949.00 ","$154,856.80 ","$242,653.80 ",2015
Cape Hatteras NS,"2,274,634","$141,988.60 ","2,191","$60,047.00 ","$99,843.70 ","$176,261.50 ",2015
Cape Krusenstern NM,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2015
Cape Lookout NS,"400,413","$17,698.10 ",274,"$6,285.50 ","$10,339.80 ","$19,271.80 ",2015
Capitol Reef NP*,"941,029","$66,601.60 ",944,"$24,704.50 ","$43,401.30 ","$76,025.90 ",2015
Capulin Volcano NM*,"55,505","$1,635.10 ",25,$507.30 ,$873.80 ,"$1,638.50 ",2015
Carl Sandburg Home NHS,"72,606","$4,157.60 ",68,"$1,807.60 ","$3,042.30 ","$5,284.10 ",2015
Carlsbad Caverns NP,"445,721","$28,116.10 ",419,"$10,206.40 ","$17,110.30 ","$31,490.50 ",2015
Casa Grande Ruins NM,"72,606","$4,157.60 ",64,"$2,217.60 ","$3,581.20 ","$5,902.10 ",2015
Castillo De San Marcos NM,"819,155","$46,905.90 ",764,"$21,827.90 ","$36,949.80 ","$63,386.10 ",2015
Castle Clinton NM,"4,597,029","$111,766.50 ","1,303","$55,849.20 ","$85,052.90 ","$129,613.50 ",2015
Catoctin Mountain P,"229,301","$13,761.20 ",189,"$7,263.50 ","$11,520.70 ","$18,389.80 ",2015
Cedar Breaks NM,"793,600","$50,037.00 ",738,"$18,522.80 ","$32,937.20 ","$57,933.10 ",2015
Cesar E. Chavez NM,"10,648",$609.70 ,8,$331.20 ,$511.90 ,$843.60 ,2015
Chaco Culture NHP,"38,914","$2,179.10 ",34,$879.40 ,"$1,460.00 ","$2,649.20 ",2015
Chamizal NMEM,"122,431","$7,010.60 ",114,"$2,714.40 ","$4,720.80 ","$8,713.30 ",2015
Channel Islands NP,"324,815","$19,286.20 ",275,"$10,812.00 ","$16,635.20 ","$27,222.90 ",2015
Charles Pinckney NHS,"46,995","$2,691.00 ",43,"$1,189.80 ","$2,021.80 ","$3,374.70 ",2015
Charles Young Buffalo Soldiers NM,"3,993",$228.60 ,3,$104.40 ,$165.70 ,$301.40 ,2015
Chattahoochee River NRA,"3,173,204","$133,605.00 ","2,074","$69,699.20 ","$108,208.90 ","$184,789.70 ",2015
Chesapeake & Ohio Canal NHP,"4,798,312","$88,998.00 ","1,329","$49,333.70 ","$78,548.10 ","$126,688.60 ",2015
Chickamauga & Chattanooga NMP,"1,002,373","$63,192.30 ",979,"$24,985.30 ","$43,516.70 ","$77,644.70 ",2015
Chickasaw NRA*,"1,254,105","$19,521.60 ",206,"$5,186.20 ","$8,308.70 ","$15,017.00 ",2015
Chiricahua NM,"56,960","$3,310.30 ",45,"$1,119.80 ","$1,942.10 ","$3,414.40 ",2015
Christiansted NHS,"116,817","$6,689.10 ",84,"$3,164.10 ","$5,240.60 ","$8,170.00 ",2015
City Of Rocks NRES,"105,289","$6,028.90 ",95,"$2,427.40 ","$3,905.50 ","$6,994.90 ",2015
Clara Barton NHS,"2,823",$161.70 ,2,$88.40 ,$138.80 ,$220.60 ,2015
Colonial NHP,"3,343,909","$191,476.40 ","3,173","$90,552.10 ","$148,928.70 ","$261,274.50 ",2015
Colorado NM,"588,006","$36,678.80 ",556,"$14,464.00 ","$26,103.70 ","$45,379.90 ",2015
Congaree NP*,"87,513","$4,370.20 ",61,"$1,683.70 ","$2,963.60 ","$5,081.20 ",2015
Coronado NMEM,"132,584","$7,591.90 ",117,"$3,052.30 ","$5,339.20 ","$9,140.40 ",2015
Cowpens NB,"206,741","$13,037.20 ",209,"$6,364.20 ","$10,269.80 ","$17,680.40 ",2015
Crater Lake NP,"614,712","$52,185.00 ",887,"$25,122.60 ","$39,571.10 ","$71,212.40 ",2015
Craters Of The Moon NM&PRES*,"246,825","$8,392.60 ",133,"$3,073.90 ","$5,014.80 ","$9,527.40 ",2015
Cumberland Gap NHP,"840,601","$52,723.00 ",802,"$21,977.10 ","$38,114.50 ","$66,160.10 ",2015
Cumberland Island NS,"59,860","$2,450.80 ",37,"$1,070.30 ","$1,746.50 ","$2,998.90 ",2015
Curecanti NRA,"944,742","$40,022.50 ",535,"$16,941.10 ","$27,934.10 ","$45,996.10 ",2015
Cuyahoga Valley NP,"2,284,612","$144,710.30 ","2,415","$71,441.70 ","$114,672.20 ","$203,002.90 ",2015
Dayton Aviation Heritage NHP*,"73,589","$4,269.30 ",79,"$2,418.40 ","$3,776.30 ","$6,671.30 ",2015
De Soto NMEM,"293,648","$16,814.70 ",266,"$8,626.00 ","$14,061.50 ","$23,509.00 ",2015
Death Valley NP,"1,154,843","$95,036.90 ","1,336","$47,073.20 ","$76,298.40 ","$124,098.20 ",2015
Delaware Water Gap NRA*,"3,735,134","$125,317.50 ","1,885","$76,221.70 ","$117,143.20 ","$184,231.00 ",2015
Denali NP&PRES,"560,757","$567,166.40 ","7,300","$269,162.20 ","$499,126.00 ","$810,349.00 ",2015
Devils Postpile NM,"140,314","$8,775.10 ",128,"$3,630.10 ","$6,121.00 ","$10,466.60 ",2015
Devils Tower NM,"478,833","$29,889.50 ",477,"$11,923.50 ","$19,821.60 ","$37,409.00 ",2015
Dinosaur NM,"291,800","$17,079.10 ",233,"$6,856.70 ","$11,320.70 ","$19,279.50 ",2015
Dry Tortugas NP,"70,862","$4,235.90 ",52,"$1,772.30 ","$2,893.30 ","$4,681.70 ",2015
Edgar Allan Poe NHS,"13,863",$793.90 ,10,$466.20 ,$724.10 ,"$1,174.60 ",2015
Effigy Mounds NM*,"81,901","$5,100.80 ",86,"$1,991.20 ","$3,377.50 ","$6,196.50 ",2015
Eisenhower NHS,"54,377","$3,113.70 ",46,"$1,689.20 ","$2,638.40 ","$4,217.60 ",2015
El Malpais NM,"174,432","$9,988.20 ",168,"$4,255.30 ","$6,997.20 ","$12,780.70 ",2015
El Morro NM,"49,389","$3,040.00 ",44,$865.20 ,"$1,627.20 ","$3,095.60 ",2015
Eleanor Roosevelt NHS,"64,791","$3,710.00 ",52,"$1,970.20 ","$3,188.80 ","$4,939.20 ",2015
Eugene O'Neill NHS,"3,943",$225.80 ,3,$130.70 ,$194.30 ,$311.80 ,2015
Everglades NP,"1,077,427","$103,392.60 ","1,521","$60,129.10 ","$95,467.10 ","$154,124.50 ",2015
Federal Hall NMEM,"172,038","$9,851.20 ",126,"$5,826.50 ","$9,016.70 ","$13,578.90 ",2015
Fire Island NS,"441,899","$18,692.30 ",218,"$10,119.90 ","$15,665.30 ","$23,499.70 ",2015
First Ladies NHS,"12,898",$738.50 ,11,$391.00 ,$608.20 ,"$1,060.80 ",2015
Flight 93 NMEM,"337,217","$19,309.40 ",322,"$9,627.30 ","$15,095.40 ","$26,270.10 ",2015
Florissant Fossil Beds NM,"69,131","$3,958.60 ",61,"$2,168.20 ","$3,481.40 ","$5,740.00 ",2015
Ford's Theatre NHS,"681,537","$12,656.60 ",182,"$7,148.90 ","$11,291.20 ","$17,892.40 ",2015
Fort Bowie NHS,"7,761",$444.40 ,8,$175.80 ,$307.40 ,$528.10 ,2015
Fort Caroline NMEM,"224,418","$12,850.50 ",208,"$6,206.50 ","$10,307.60 ","$17,659.50 ",2015
Fort Davis NHS,"55,955","$3,204.10 ",49,"$1,033.50 ","$1,855.70 ","$3,390.50 ",2015
Fort Donelson NB,"260,744","$16,448.70 ",243,"$7,669.90 ","$12,662.00 ","$21,213.40 ",2015
Fort Frederica NM,"202,191","$11,577.70 ",186,"$5,348.30 ","$8,793.00 ","$15,166.40 ",2015
Fort Laramie NHS,"51,616","$2,955.60 ",45,"$1,153.00 ","$1,981.50 ","$3,463.70 ",2015
Fort Larned NHS*,"32,170","$1,909.60 ",27,$627.80 ,"$1,122.40 ","$2,105.20 ",2015
Fort Matanzas NM,"622,176","$35,626.60 ",579,"$16,649.30 ","$28,182.60 ","$48,234.40 ",2015
Fort McHenry NM&SHRINE,"617,890","$35,381.20 ",506,"$19,160.80 ","$30,552.20 ","$48,430.80 ",2015
Fort Necessity NB,"280,704","$17,700.10 ",282,"$8,936.70 ","$14,188.60 ","$24,557.90 ",2015
Fort Point NHS,"1,610,467","$92,217.40 ","1,292","$53,322.70 ","$79,330.40 ","$127,321.20 ",2015
Fort Pulaski NM,"382,945","$24,153.50 ",351,"$10,282.70 ","$17,400.50 ","$29,383.20 ",2015
Fort Raleigh NHS,"289,885","$16,599.10 ",269,"$7,271.40 ","$11,872.10 ","$21,010.50 ",2015
Fort Scott NHS*,"25,530",$444.60 ,6,$142.10 ,$229.80 ,$431.60 ,2015
Fort Smith NHS,"111,469","$6,382.80 ",106,"$2,610.50 ","$4,339.80 ","$7,929.00 ",2015
Fort Stanwix NM*,"86,678","$4,671.00 ",63,"$1,795.10 ","$3,550.20 ","$5,712.20 ",2015
Fort Sumter NM,"840,712","$48,140.30 ",734,"$21,285.90 ","$36,205.30 ","$60,506.00 ",2015
Fort Union NM*,"11,726",$774.50 ,11,$328.40 ,$502.90 ,$871.70 ,2015
Fort Union Trading Post NHS*,"13,605","$1,063.00 ",12,$378.50 ,$560.60 ,$969.20 ,2015
Fort Vancouver NHS,"818,672","$46,878.20 ",792,"$25,282.50 ","$38,885.40 ","$67,549.50 ",2015
Fort Washington P,"337,432","$19,321.80 ",269,"$10,552.60 ","$16,518.30 ","$26,088.10 ",2015
Fossil Butte NM*,"19,293",$940.80 ,12,$358.50 ,$578.10 ,"$1,008.30 ",2015
Franklin Delano Roosevelt MEM,"3,290,080","$61,099.00 ",878,"$34,511.00 ","$54,507.50 ","$86,374.40 ",2015
Frederick Douglass NHS,"53,874","$1,000.50 ",13,$565.10 ,$892.20 ,"$1,412.00 ",2015
Frederick Law Olmsted NHS,"9,472",$542.40 ,8,$304.20 ,$479.40 ,$768.00 ,2015
Fredericksburg & Spotsylvania NMP,"891,917","$51,072.20 ",714,"$27,212.20 ","$42,498.30 ","$67,598.70 ",2015
Friendship Hill NHS,"34,687","$1,986.20 ",32,"$1,015.00 ","$1,592.90 ","$2,765.40 ",2015
Gates Of The Arctic NP&PRES,"10,745","$16,576.90 ",217,"$7,877.40 ","$14,464.70 ","$23,600.40 ",2015
Gateway NRA,"6,392,565","$155,321.40 ","1,840","$78,110.50 ","$118,385.20 ","$181,847.00 ",2015
Gauley River NRA,"105,374","$4,459.20 ",66,"$1,782.10 ","$2,808.10 ","$4,933.20 ",2015
General Grant NMEM,"95,526","$5,470.00 ",71,"$3,224.50 ","$5,007.50 ","$7,552.70 ",2015
George Rogers Clark NHP,"135,855","$7,779.20 ",131,"$3,034.80 ","$5,147.90 ","$9,498.60 ",2015
George Washington MEM PKWY,"7,286,463","$46,413.80 ",847,"$27,358.70 ","$40,478.10 ","$66,515.20 ",2015
George Washington Birthplace NM*,"130,953","$5,844.60 ",79,"$3,033.20 ","$4,739.40 ","$7,478.20 ",2015
George Washington Carver NM*,"37,745",$678.60 ,10,$270.90 ,$428.30 ,$768.60 ,2015
Gettysburg NMP,"1,080,185","$67,987.90 ",931,"$35,914.30 ","$56,941.50 ","$90,882.90 ",2015
Gila Cliff Dwellings NM,"36,518","$2,091.10 ",32,$644.70 ,"$1,142.90 ","$2,122.00 ",2015
Glacier NP,"2,366,057","$198,966.00 ","3,474","$93,528.80 ","$143,420.80 ","$268,619.60 ",2015
Glacier Bay NP&PRES,"551,353","$112,754.20 ","2,060","$61,472.60 ","$94,882.20 ","$161,779.70 ",2015
Glen Canyon NRA,"2,495,092","$167,040.70 ","2,375","$62,472.90 ","$110,522.40 ","$190,728.50 ",2015
Golden Gate NRA,"14,888,537","$365,228.90 ","4,516","$178,996.80 ","$263,628.60 ","$423,724.40 ",2015
Golden Spike NHS*,"59,147","$3,313.50 ",55,"$1,623.80 ","$2,553.20 ","$4,570.30 ",2015
Governors Island NM,"438,613","$25,115.50 ",323,"$14,854.60 ","$22,988.00 ","$34,619.20 ",2015
Grand Canyon NP*,"5,520,736","$584,890.90 ","8,897","$301,914.60 ","$502,940.40 ","$813,705.80 ",2015
Grand Portage NM,"91,751","$5,787.00 ",83,"$1,681.10 ","$3,082.90 ","$5,706.80 ",2015
Grand Teton NP*,"3,149,920","$560,394.40 ","8,862","$258,250.20 ","$412,894.30 ","$728,987.80 ",2015
Grant-Kohrs Ranch NHS,"22,139","$1,267.70 ",22,$611.30 ,$898.20 ,"$1,685.90 ",2015
Great Basin NP,"116,124","$6,461.20 ",94,"$2,098.10 ","$3,741.40 ","$6,786.00 ",2015
Great Sand Dunes NP&PRES,"299,513","$17,752.70 ",263,"$6,878.30 ","$12,308.20 ","$21,546.40 ",2015
Great Smoky Mountains NP,"10,712,673","$873,886.50 ","13,709","$396,249.70 ","$692,101.00 ","$1,181,331.90 ",2015
Greenbelt P,"135,260","$8,238.90 ",111,"$4,350.40 ","$6,930.60 ","$10,954.60 ",2015
Guadalupe Mountains NP,"169,535","$10,305.20 ",157,"$3,880.80 ","$6,781.00 ","$12,360.10 ",2015
Guilford Courthouse NMP,"222,602","$12,746.50 ",218,"$6,308.60 ","$9,744.40 ","$17,190.80 ",2015
Gulf Islands NS,"3,976,884","$168,768.00 ","2,467","$73,484.10 ","$119,104.30 ","$204,807.80 ",2015
Hagerman Fossil Beds NM,"24,695","$1,414.10 ",23,$674.80 ,"$1,047.10 ","$1,883.60 ",2015
Haleakala NP,"1,216,772","$76,462.50 ",905,"$35,009.50 ","$59,315.90 ","$91,758.70 ",2015
Hamilton Grange NMEM,"35,446","$2,029.80 ",26,"$1,194.70 ","$1,854.60 ","$2,791.50 ",2015
Hampton NHS,"34,685","$1,986.10 ",28,"$1,093.90 ","$1,728.10 ","$2,750.10 ",2015
Harpers Ferry NHP*,"282,893","$13,673.50 ",212,"$7,980.40 ","$12,452.10 ","$19,876.00 ",2015
Harry S Truman NHS,"32,825","$1,879.60 ",32,$997.90 ,"$1,584.00 ","$2,780.70 ",2015
Hawaii Volcanoes NP,"1,832,660","$151,246.20 ","1,834","$70,723.60 ","$122,863.00 ","$189,391.10 ",2015
Herbert Hoover NHS,"127,155","$7,281.10 ",122,"$3,016.90 ","$5,248.30 ","$9,295.00 ",2015
Home Of Franklin D Roosevelt NHS,"180,405","$10,330.20 ",142,"$5,538.00 ","$8,907.90 ","$13,809.40 ",2015
Homestead NM*,"78,739","$2,535.30 ",40,$891.60 ,"$1,491.20 ","$2,759.90 ",2015
Hopewell Culture NHP,"43,587","$2,495.90 ",44,"$1,294.50 ","$2,004.50 ","$3,541.00 ",2015
Hopewell Furnace NHS,"51,252","$2,934.70 ",48,"$1,662.50 ","$2,600.10 ","$4,294.20 ",2015
Horseshoe Bend NMP,"89,283","$5,112.50 ",86,"$2,337.90 ","$3,755.50 ","$6,803.40 ",2015
Hot Springs NP,"1,418,163","$88,953.70 ","1,433","$37,014.60 ","$62,800.40 ","$113,410.80 ",2015
Hovenweep NM,"35,116","$2,164.90 ",31,$830.90 ,"$1,458.70 ","$2,508.90 ",2015
Hubbell Trading Post NHS,"66,324","$3,797.80 ",59,"$1,365.10 ","$2,357.50 ","$4,283.40 ",2015
Independence NHP,"4,311,583","$246,886.70 ","3,853","$144,980.40 ","$225,187.10 ","$365,285.20 ",2015
Indiana Dunes NL,"1,640,195","$69,879.40 ",976,"$37,303.10 ","$58,793.10 ","$95,166.00 ",2015
Isle Royale NP,"18,684","$4,084.50 ",66,"$1,449.60 ","$2,556.50 ","$4,733.60 ",2015
James A Garfield NHS*,"24,507",$859.10 ,15,$447.30 ,$701.20 ,"$1,250.30 ",2015
Jean Lafitte NP&PRES,"405,618","$23,226.30 ",361,"$10,960.20 ","$17,613.10 ","$30,274.10 ",2015
Jefferson NEM*,"1,698,656","$165,967.80 ","3,026","$92,108.60 ","$145,435.40 ","$258,440.40 ",2015
Jewel Cave NM,"116,445","$6,667.80 ",113,"$2,716.80 ","$4,428.20 ","$8,478.40 ",2015
Jimmy Carter NHS,"67,798","$3,882.10 ",66,"$1,485.20 ","$2,530.00 ","$4,724.50 ",2015
John D Rockefeller Jr MEM PKWY,"1,430,337","$49,351.30 ",830,"$26,932.70 ","$43,908.90 ","$78,294.20 ",2015
John Day Fossil Beds NM*,"196,276","$9,146.90 ",141,"$3,831.10 ","$5,974.80 ","$10,759.10 ",2015
John F Kennedy NHS,"18,485","$1,058.40 ",15,$593.40 ,$935.40 ,"$1,498.90 ",2015
John Muir NHS,"42,615","$2,440.20 ",34,"$1,410.90 ","$2,100.00 ","$3,371.60 ",2015
Johnstown Flood NMEM*,"163,431","$9,885.40 ",176,"$5,148.10 ","$8,040.20 ","$14,066.00 ",2015
Joshua Tree NP*,"2,025,755","$96,741.30 ","1,341","$49,858.50 ","$78,826.50 ","$128,226.70 ",2015
Kalaupapa NHP,"67,891","$3,887.50 ",50,"$1,838.90 ","$3,045.70 ","$4,748.20 ",2015
Kaloko-Honokohau NHP,"170,683","$9,773.60 ",123,"$4,623.10 ","$7,657.20 ","$11,937.40 ",2015
Katmai NP&PRES,"37,818","$58,343.10 ",765,"$27,725.00 ","$50,909.20 ","$83,062.70 ",2015
Kenai Fjords NP,"296,697","$59,320.60 ","1,092","$32,447.50 ","$49,840.00 ","$85,107.80 ",2015
Kennesaw Mountain NBP,"2,174,870","$124,535.80 ","2,089","$70,678.40 ","$109,394.80 ","$186,916.50 ",2015
Kings Canyon NP,"468,105","$40,667.50 ",616,"$17,535.30 ","$29,703.90 ","$51,267.00 ",2015
Kings Mountain NMP*,"257,078","$10,070.60 ",162,"$4,910.90 ","$7,787.20 ","$13,413.00 ",2015
Klondike Gold Rush AK NHP,"919,661","$184,107.10 ","3,390","$100,685.20 ","$154,696.90 ","$264,141.30 ",2015
Klondike Gold Rush WA NHP,"60,372","$3,456.90 ",48,"$1,657.20 ","$2,864.20 ","$4,636.40 ",2015
Knife River Indian Villages NHS,"11,377",$651.50 ,10,$285.00 ,$455.70 ,$826.90 ,2015
Kobuk Valley NP,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2015
Korean War Veterans MEM,"4,077,835","$75,728.10 ","1,088","$42,774.00 ","$67,558.40 ","$107,055.30 ",2015
Lake Chelan NRA,"32,185","$2,055.70 ",27,$992.20 ,"$1,699.60 ","$2,708.30 ",2015
Lake Clark NP&PRES,"17,818","$27,488.60 ",361,"$13,062.70 ","$23,986.10 ","$39,135.30 ",2015
Lake Mead NRA,"7,298,466","$311,206.40 ","4,178","$140,587.40 ","$224,911.40 ","$365,354.20 ",2015
Lake Meredith NRA,"831,374","$35,314.50 ",521,"$12,984.30 ","$22,601.40 ","$40,692.70 ",2015
Lake Roosevelt NRA,"1,170,842","$49,983.10 ",697,"$19,334.60 ","$34,938.10 ","$59,124.80 ",2015
Lassen Volcanic NP,"468,092","$27,361.50 ",403,"$10,117.40 ","$17,837.90 ","$31,159.40 ",2015
Lava Beds NM*,"108,687","$4,510.00 ",62,"$1,642.40 ","$2,730.60 ","$4,870.50 ",2015
Lewis and Clark NHP,"270,411","$15,484.10 ",246,"$8,113.80 ","$12,685.50 ","$21,555.90 ",2015
Lincoln MEM,"7,941,771","$147,484.00 ","2,120","$83,304.40 ","$131,573.10 ","$208,495.20 ",2015
Lincoln Boyhood NMEM*,"111,711","$5,218.30 ",90,"$2,473.60 ","$3,991.60 ","$7,155.30 ",2015
Lincoln Home NHS*,"233,298","$13,869.40 ",224,"$5,478.00 ","$10,110.50 ","$17,548.50 ",2015
Little Bighorn Battlefield NM,"317,783","$18,196.70 ",310,"$8,096.70 ","$12,560.80 ","$23,594.20 ",2015
Little River Canyon NPRES,"248,136","$14,208.60 ",237,"$6,308.70 ","$10,475.60 ","$18,609.20 ",2015
Little Rock Central High School NHS,"125,955","$7,212.30 ",125,"$3,160.70 ","$5,249.50 ","$9,497.60 ",2015
Longfellow NHS,"50,784","$2,908.00 ",44,"$1,632.80 ","$2,573.20 ","$4,112.30 ",2015
Lowell NHP,"531,055","$30,408.90 ",453,"$17,022.40 ","$26,847.60 ","$42,983.20 ",2015
Lyndon B Johnson NHP,"124,980","$7,156.50 ",114,"$3,608.40 ","$5,899.40 ","$10,090.00 ",2015
Lyndon Baines Johnson Memorial Grove on the Potomac NMEM,"232,883","$13,335.20 ",188,"$7,281.80 ","$11,429.20 ","$18,143.50 ",2015
Maggie L Walker NHS,"7,589",$434.50 ,8,$203.10 ,$336.70 ,$587.00 ,2015
Mammoth Cave NP,"566,895","$48,102.80 ",749,"$23,429.10 ","$38,796.00 ","$66,026.30 ",2015
Manassas NBP,"502,045","$28,747.70 ",405,"$15,703.10 ","$24,573.20 ","$38,948.90 ",2015
Manzanar NHS*,"95,327","$9,731.50 ",142,"$4,073.40 ","$6,755.50 ","$11,464.00 ",2015
Marsh - Billings - Rockefeller NHP,"35,002","$2,004.30 ",29,$915.70 ,"$1,576.90 ","$2,600.20 ",2015
Martin Luther King Jr NHS,"673,728","$38,578.50 ",649,"$22,077.60 ","$34,150.40 ","$58,247.10 ",2015
"Martin Luther King, Jr. MEM","3,530,401","$65,561.90 ",941,"$37,031.80 ","$58,488.90 ","$92,683.60 ",2015
Martin Van Buren NHS,"18,548","$1,062.10 ",12,$503.80 ,$864.90 ,"$1,372.60 ",2015
Mary McLeod Bethune Council House NHS,"8,249",$153.20 ,3,$86.50 ,$136.70 ,$216.60 ,2015
Mesa Verde NP*,"547,325","$55,447.00 ",814,"$21,666.00 ","$38,670.00 ","$66,816.10 ",2015
Minute Man NHP,"964,331","$55,218.80 ",821,"$30,937.80 ","$48,856.20 ","$78,188.70 ",2015
Minuteman Missile NHS*,"100,488","$7,322.50 ",121,"$2,828.80 ","$4,650.80 ","$9,099.10 ",2015
Mississippi NRRA,"127,636","$5,374.00 ",84,"$2,638.80 ","$4,235.40 ","$7,394.50 ",2015
Missouri NRR,"145,004","$6,105.30 ",97,"$2,291.40 ","$3,830.90 ","$7,089.90 ",2015
Mojave NPRES,"589,156","$33,720.40 ",486,"$16,604.20 ","$26,344.00 ","$42,746.20 ",2015
Monocacy NB*,"64,596","$5,278.60 ",76,"$2,962.70 ","$4,667.70 ","$7,395.10 ",2015
Montezuma Castle NM,"416,636","$23,857.10 ",358,"$12,715.10 ","$20,363.00 ","$33,338.20 ",2015
Moores Creek NB,"89,944","$5,664.40 ",87,"$2,181.80 ","$3,826.60 ","$6,766.90 ",2015
Morristown NHP,"218,960","$12,538.00 ",166,"$7,464.10 ","$11,505.20 ","$17,557.60 ",2015
